,Peak Position,Weeks on Chart,spotify_track_duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,explicit,YearID
All I Have To Give,5.0,21.0,156173.0,0.763,0.6559999999999999,0.0,-6.86,1.0,0.0417,0.5489999999999999,0.0,0.125,0.9259999999999999,118.39399999999999,4.0,0,1999
My First Night With You,28.0,14.0,139640.0,0.535,0.28600000000000003,0.0,-11.3,1.0,0.034,0.8320000000000001,0.00313,0.14300000000000002,0.732,71.542,4.0,0,1999
Special,52.0,13.0,170213.0,0.585,0.9209999999999999,0.0,-4.45,1.0,0.0352,0.0144,6.21e-06,0.368,0.915,102.947,4.0,0,1999
Hands Of A Working Man,47.0,14.0,151213.0,0.5379999999999999,0.40399999999999997,7.0,-10.059,1.0,0.0432,0.8320000000000001,0.0,0.35700000000000004,0.7509999999999999,103.95100000000001,4.0,0,1999
She's A Bitch,96.0,6.0,152862.0,0.8270000000000001,0.6579999999999999,6.0,-3.846,1.0,0.0517,0.0224,0.0,0.0417,0.523,115.016,4.0,0,1999
Angel Of Mine,1.0,30.0,218733.0,0.418,0.452,1.0,-13.099,1.0,0.0356,0.638,0.00026000000000000003,0.0959,0.168,175.088,4.0,0,1999
What's So Different,49.0,19.0,339800.0,0.7170000000000001,0.41,7.0,-6.332000000000001,1.0,0.0638,0.193,0.00014199999999999998,0.16699999999999998,0.609,81.25399999999999,4.0,0,1999
We Like To Party!,26.0,20.0,284893.0,0.6859999999999999,0.665,10.0,-8.056000000000001,1.0,0.0274,0.0183,0.0036899999999999997,0.067,0.5870000000000001,95.851,4.0,0,1999
Anything But Down,49.0,13.0,228560.0,0.509,0.688,5.0,-3.892,1.0,0.0313,0.345,0.0,0.151,0.434,179.047,4.0,0,1999
Back 2 Good,24.0,28.0,180586.0,0.41100000000000003,0.252,4.0,-13.532,1.0,0.0335,0.855,0.0,0.39,0.40299999999999997,105.978,4.0,0,1999
It Ain't My Fault 1 & 2,18.0,18.0,188386.0,0.698,0.503,5.0,-9.498,0.0,0.0501,0.0532,0.0,0.25,0.657,107.802,4.0,0,1999
Let Me Know,99.0,2.0,159866.0,0.38799999999999996,0.674,7.0,-11.495,1.0,0.0721,0.0342,0.305,0.23,0.758,144.338,4.0,0,1999
Heartbreak Hotel,2.0,28.0,189466.0,0.556,0.872,5.0,-9.027999999999999,1.0,0.0436,0.23199999999999998,0.0,0.364,0.9640000000000001,87.62100000000001,4.0,0,1999
I Drive Myself Crazy,67.0,12.0,337600.0,0.256,0.21899999999999997,1.0,-9.617,0.0,0.0354,0.8690000000000001,5.0900000000000004e-05,0.10800000000000001,0.098,172.68599999999998,3.0,0,1999
Blue Monday,56.0,20.0,199946.0,0.519,0.7490000000000001,6.0,-3.318,0.0,0.0405,0.271,0.0,0.11900000000000001,0.29,147.905,4.0,0,1999
Life,60.0,17.0,182093.0,0.491,0.179,0.0,-14.994000000000002,1.0,0.0307,0.555,4.85e-05,0.11199999999999999,0.594,96.212,3.0,0,1999
I'll Think Of A Reason Later,38.0,20.0,258693.0,0.568,0.8290000000000001,7.0,-4.713,1.0,0.0461,0.312,2.57e-06,0.514,0.551,155.041,4.0,0,1999
Sweet Lady,12.0,25.0,210373.0,0.6,0.698,9.0,-5.86,1.0,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,4.0,0,1999
She's Always Right,74.0,6.0,277026.0,0.797,0.6829999999999999,10.0,-14.299000000000001,0.0,0.21899999999999997,0.0816,0.0,0.29600000000000004,0.885,97.984,4.0,0,1999
Why Don't You Get A Job?,74.0,15.0,157560.0,0.42200000000000004,0.138,9.0,-13.317,0.0,0.0462,0.763,4.6200000000000005e-05,0.0885,0.386,69.53399999999999,4.0,0,1999
Heavy,73.0,20.0,250653.0,0.44,0.7929999999999999,6.0,-3.95,1.0,0.0502,0.0677,0.0,0.0788,0.447,143.599,4.0,0,1999
Believe,1.0,31.0,238826.0,0.807,0.7020000000000001,6.0,-6.593999999999999,0.0,0.0748,0.307,0.0,0.111,0.447,114.038,4.0,1,1999
What's It Gonna Be?!,3.0,20.0,285386.0,0.6759999999999999,0.601,0.0,-4.905,1.0,0.0297,0.10300000000000001,0.0,0.147,0.20600000000000002,119.94,4.0,0,1999
If You (Lovin' Me),13.0,20.0,182440.0,0.611,0.665,1.0,-8.187000000000001,1.0,0.0669,0.7190000000000001,0.0,0.6709999999999999,0.772,125.236,4.0,0,1999
Anyone Else,37.0,20.0,197346.0,0.636,0.365,7.0,-11.6,1.0,0.0337,0.6779999999999999,0.000194,0.377,0.585,125.046,4.0,0,1999
Nann,62.0,20.0,122200.0,0.494,0.365,5.0,-9.822000000000001,1.0,0.0242,0.43799999999999994,4.98e-05,0.126,0.235,85.15899999999999,4.0,0,1999
Praise You,36.0,20.0,225066.0,0.545,0.818,9.0,-6.38,1.0,0.0541,0.0369,0.0,0.10099999999999999,0.679,109.01899999999999,3.0,0,1999
One Honest Heart,54.0,10.0,187480.0,0.254,0.439,10.0,-7.605,1.0,0.0295,0.604,0.0,0.308,0.35100000000000003,104.652,4.0,0,1999
What It's Like,13.0,33.0,239999.0,0.8759999999999999,0.675,3.0,-3.28,0.0,0.146,0.42100000000000004,1.16e-06,0.0667,0.606,135.959,4.0,1,1999
My Favorite Girl,39.0,17.0,206706.0,0.599,0.613,8.0,-9.978,1.0,0.0344,0.163,1.66e-06,0.047,0.767,84.22,4.0,0,1999
Slide,8.0,35.0,216280.0,0.418,0.402,10.0,-12.942,1.0,0.0288,0.226,0.0,0.10300000000000001,0.601,133.683,4.0,0,1999
Every Morning,3.0,31.0,306333.0,0.672,0.7859999999999999,0.0,-8.504,1.0,0.0353,0.188,0.00010400000000000001,0.308,0.8170000000000001,122.47399999999999,4.0,0,1999
You Won't Ever Be Lonely,28.0,20.0,115826.0,0.75,0.457,3.0,-10.785,1.0,0.0318,0.456,4.6e-06,0.324,0.9640000000000001,84.4,4.0,0,1999
Two Teardrops,30.0,20.0,216480.0,0.40399999999999997,0.419,2.0,-8.995,1.0,0.0296,0.301,0.25,0.171,0.524,142.509,4.0,0,1999
Holla Holla,35.0,20.0,251333.0,0.588,0.642,7.0,-6.986000000000001,1.0,0.0266,0.26,2.37e-06,0.08,0.324,130.36,4.0,0,1999
Give It To You,10.0,20.0,239933.0,0.7979999999999999,0.662,7.0,-9.045,1.0,0.0347,0.004529999999999999,0.0284,0.29600000000000004,0.84,122.84200000000001,4.0,0,1999
That Don't Impress Me Much,7.0,28.0,303960.0,0.52,0.449,5.0,-8.957,0.0,0.0331,0.205,0.000687,0.191,0.364,189.243,3.0,0,1999
Players Holiday,90.0,16.0,249880.0,0.718,0.557,9.0,-10.679,1.0,0.0328,0.185,0.7070000000000001,0.055,0.586,94.095,4.0,0,1999
Rollercoaster,95.0,8.0,270266.0,0.742,0.565,1.0,-9.927999999999999,0.0,0.10400000000000001,0.22699999999999998,0.00476,0.0793,0.636,90.46,4.0,0,1999
808,8.0,20.0,180666.0,0.857,0.639,2.0,-8.622,1.0,0.128,0.0239,0.0,0.121,0.47700000000000004,105.50399999999999,4.0,1,1999
No Scrubs,1.0,28.0,167065.0,0.6559999999999999,0.627,7.0,-6.627000000000001,0.0,0.0379,0.34299999999999997,2.17e-05,0.124,0.48100000000000004,99.93299999999999,4.0,0,1999
Livin' La Vida Loca,1.0,20.0,204493.0,0.7290000000000001,0.284,7.0,-14.093,1.0,0.0356,0.608,0.0816,0.684,0.642,116.521,4.0,0,1999
The Hardest Thing,5.0,24.0,287853.0,0.627,0.715,6.0,-9.607000000000001,0.0,0.0646,0.00966,0.31,0.128,0.9259999999999999,72.88,4.0,0,1999
No Pigeons,12.0,17.0,293960.0,0.614,0.568,7.0,-5.477,0.0,0.0276,0.00797,0.0,0.0997,0.516,107.84899999999999,4.0,0,1999
Almost Doesn't Count,16.0,20.0,171826.0,0.503,0.465,8.0,-8.077,0.0,0.0274,0.42,0.0,0.10099999999999999,0.14300000000000002,141.796,4.0,0,1999
My Own Worst Enemy,51.0,20.0,257240.0,0.385,0.682,9.0,-6.358,1.0,0.079,0.642,0.0,0.314,0.488,172.255,4.0,0,1999
Write This Down,27.0,20.0,247773.0,0.5760000000000001,0.7509999999999999,0.0,-5.332999999999999,1.0,0.0469,0.33399999999999996,0.0,0.139,0.479,91.051,4.0,0,1999
Who Dat,5.0,20.0,189586.0,0.721,0.5920000000000001,5.0,-12.377,1.0,0.0308,0.18,0.0977,0.17800000000000002,0.9309999999999999,132.435,4.0,0,1999
Anywhere,15.0,25.0,224866.0,0.588,0.684,1.0,-5.154,1.0,0.0288,0.508,0.0,0.141,0.121,85.99700000000001,4.0,0,1999
Watch Out Now,84.0,12.0,143720.0,0.45799999999999996,0.39,10.0,-7.034,1.0,0.0338,0.75,0.0,0.0994,0.495,122.73200000000001,4.0,0,1999
Did You Ever Think,27.0,16.0,171524.0,0.36,0.402,0.0,-9.976,1.0,0.0426,0.0954,0.0,0.191,0.129,141.755,4.0,0,1999
Wild Wild West,1.0,17.0,201266.0,0.677,0.741,9.0,-12.675,1.0,0.0408,0.0254,0.000352,0.08,0.948,124.304,4.0,0,1999
Chante's Got A Man,10.0,18.0,269266.0,0.607,0.589,1.0,-4.928999999999999,1.0,0.0542,0.0168,0.0,0.0855,0.069,130.431,4.0,1,1999
"Boom, Boom, Boom, Boom!!",84.0,6.0,312386.0,0.748,0.722,8.0,-6.499,1.0,0.0347,0.0344,0.0164,0.0857,0.835,120.678,4.0,0,1999
Whatever You Say,37.0,20.0,240960.0,0.91,0.7509999999999999,1.0,-11.29,1.0,0.039,0.295,0.00214,0.141,0.975,114.65899999999999,4.0,0,1999
Little Good-Byes,43.0,20.0,237320.0,0.8490000000000001,0.59,0.0,-8.367,1.0,0.428,0.000545,0.0,0.34299999999999997,0.6559999999999999,180.02599999999998,4.0,1,1999
It's Not Right But It's Okay,4.0,20.0,188973.0,0.727,0.764,9.0,-8.201,1.0,0.03,0.49700000000000005,0.00035099999999999997,0.7509999999999999,0.9390000000000001,111.035,4.0,0,1999
Bliss,91.0,2.0,219493.0,0.583,0.584,5.0,-5.362,0.0,0.0314,0.254,0.0,0.12300000000000001,0.136,140.039,4.0,0,1999
Kiss Me,2.0,33.0,185560.0,0.466,0.9670000000000001,10.0,-2.795,0.0,0.0989,0.0042899999999999995,0.000834,0.315,0.44799999999999995,147.036,4.0,0,1999
Fortunate,4.0,25.0,164546.0,0.55,0.674,7.0,-6.87,0.0,0.0344,0.499,0.0,0.0933,0.88,173.9,4.0,0,1999
Single White Female,36.0,20.0,214801.0,0.67,0.585,6.0,-4.861000000000001,0.0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,4.0,0,1999
A Night To Remember,38.0,20.0,129600.0,0.35100000000000003,0.573,9.0,-10.993,1.0,0.0325,0.0868,0.0,0.42100000000000004,0.7659999999999999,73.361,4.0,0,1999
I Will Remember You (Live),14.0,40.0,202293.0,0.767,0.5579999999999999,1.0,-9.704,1.0,0.0279,0.257,3.289999999999999e-05,0.0641,0.941,94.63600000000001,4.0,0,1999
Southern Gul,76.0,6.0,181813.0,0.647,0.6629999999999999,0.0,-13.974,1.0,0.0982,0.0663,0.0228,0.737,0.929,129.80200000000002,4.0,0,1999
Sometimes,21.0,20.0,206160.0,0.573,0.621,10.0,-9.895,0.0,0.0363,0.7879999999999999,0.0392,0.27,0.902,158.814,4.0,0,1999
Tell Me It's Real,2.0,20.0,286733.0,0.562,0.8909999999999999,1.0,-8.283,1.0,0.0361,1.21e-05,0.0588,0.0858,0.524,132.569,4.0,0,1999
"The Cup Of Life (The Official Song Of The World Cup, France '98)",45.0,34.0,261266.0,0.7290000000000001,0.851,7.0,-7.0329999999999995,1.0,0.0362,0.13,0.0009119999999999999,0.44299999999999995,0.741,115.118,4.0,0,1999
God Must Have Spent A Little More Time On You,29.0,20.0,252173.0,0.514,0.711,2.0,-5.774,1.0,0.0433,0.0206,0.0,0.172,0.424,91.007,4.0,0,1999
Better Days (And The Bottom Drops Out),25.0,20.0,197546.0,0.701,0.934,8.0,-2.7769999999999997,1.0,0.0403,0.0657,1.53e-06,0.0671,0.9640000000000001,81.0,4.0,0,1999
Everyone Falls In Love,88.0,16.0,144200.0,0.629,0.513,9.0,-8.657,1.0,0.0337,0.7559999999999999,1.95e-06,0.326,0.703,82.71600000000001,4.0,0,1999
Lesson In Leavin',28.0,20.0,135266.0,0.53,0.521,10.0,-11.645,1.0,0.0383,0.843,0.0,0.258,0.767,78.396,4.0,0,1999
Beautiful Stranger,19.0,19.0,231093.0,0.706,0.727,5.0,-8.06,1.0,0.0317,0.0698,5.31e-06,0.115,0.903,92.93799999999999,4.0,0,1999
Happily Ever After,15.0,20.0,157826.0,0.37,0.138,0.0,-17.938,1.0,0.0368,0.871,4.2499999999999996e-05,0.155,0.322,198.51,3.0,0,1999
I'll Still Love You More,65.0,12.0,255849.0,0.815,0.551,8.0,-4.048,1.0,0.0936,0.0737,0.0,0.21600000000000003,0.168,152.001,4.0,1,1999
The Secret Of Life,46.0,18.0,163201.0,0.731,0.204,9.0,-11.314,0.0,0.0369,0.307,0.0109,0.0989,0.191,142.141,4.0,1,1999
All That I Can Say,44.0,14.0,243866.0,0.496,0.49,4.0,-11.814,0.0,0.0349,0.159,0.001,0.67,0.519,108.17399999999999,4.0,0,1999
Hey Leonardo (She Likes Me For Me),33.0,20.0,333506.0,0.6609999999999999,0.9109999999999999,4.0,-6.571000000000001,1.0,0.0417,0.0557,5.68e-06,0.349,0.919,117.147,4.0,0,1999
Jamboree,10.0,17.0,125840.0,0.5489999999999999,0.654,0.0,-4.303999999999999,1.0,0.0482,0.5920000000000001,3.01e-05,0.462,0.584,67.143,4.0,0,1999
Little Man,39.0,17.0,271640.0,0.653,0.976,11.0,-5.172999999999999,0.0,0.0797,0.0374,0.00173,0.561,0.447,105.575,4.0,0,1999
"Bills, Bills, Bills",1.0,20.0,196373.0,0.5529999999999999,0.586,11.0,-6.319,1.0,0.0362,0.6970000000000001,0.0,0.0813,0.44299999999999995,126.684,4.0,1,1999
Wanna Be A Baller,70.0,12.0,158066.0,0.594,0.769,1.0,-7.626,1.0,0.0319,0.0885,0.0538,0.0709,0.8859999999999999,137.159,4.0,0,1999
Jigga My N****,28.0,20.0,217973.0,0.622,0.469,3.0,-6.797999999999999,0.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.01899999999999,4.0,0,1999
I Could Not Ask For More,37.0,20.0,184893.0,0.5429999999999999,0.41,8.0,-13.253,1.0,0.0268,0.157,0.0,0.0996,0.8170000000000001,95.363,4.0,0,1999
It's All About You (Not About Me),18.0,13.0,288826.0,0.6409999999999999,0.504,7.0,-12.485999999999999,1.0,0.031,0.19699999999999998,9.01e-05,0.28800000000000003,0.276,130.786,4.0,0,1999
Summer Girls,3.0,17.0,246080.0,0.563,0.418,4.0,-8.503,1.0,0.0287,0.374,0.0,0.102,0.34700000000000003,133.493,4.0,0,1999
Meeting In My Bedroom,62.0,13.0,152973.0,0.61,0.326,7.0,-12.265999999999998,1.0,0.0505,0.687,0.182,0.135,0.415,125.822,3.0,0,1999
Lightning Does The Work,86.0,12.0,182106.0,0.7390000000000001,0.58,10.0,-12.68,1.0,0.0483,0.000727,0.00957,0.151,0.87,120.255,4.0,0,1999
She's In Love,60.0,10.0,202466.0,0.542,0.536,0.0,-8.369,1.0,0.0372,0.391,0.0,0.11699999999999999,0.627,164.097,4.0,0,1999
You'll Be In My Heart,21.0,20.0,115960.0,0.494,0.319,9.0,-10.27,1.0,0.0285,0.5720000000000001,0.0,0.0861,0.396,82.542,3.0,0,1999
Bailamos,1.0,20.0,160720.0,0.568,0.764,5.0,-3.465,0.0,0.255,0.217,0.0,0.0931,0.625,179.985,4.0,1,1999
You Had Me From Hello,34.0,20.0,221533.0,0.929,0.728,1.0,-5.524,1.0,0.102,0.344,0.0,0.055,0.961,130.076,4.0,1,1999
I Want It That Way,6.0,31.0,204320.0,0.579,0.536,9.0,-10.035,0.0,0.0388,0.484,5.4000000000000005e-05,0.0937,0.67,81.868,4.0,0,1999
So Anxious,16.0,20.0,187280.0,0.69,0.8270000000000001,8.0,-4.263999999999999,1.0,0.23199999999999998,0.10400000000000001,0.0008300000000000001,0.27399999999999997,0.445,94.859,4.0,1,1999
Vivrant Thing,26.0,20.0,238173.0,0.451,0.893,7.0,-2.721,1.0,0.0627,0.0243,0.0,0.0813,0.0971,139.763,4.0,0,1999
U Don't Know Me (Like U Used To),79.0,6.0,213253.0,0.66,0.9,7.0,-5.02,1.0,0.14,0.0403,0.0,0.21899999999999997,0.591,85.51,4.0,0,1999
Spend My Life With You,21.0,22.0,212480.0,0.396,0.252,11.0,-12.033,1.0,0.0298,0.6779999999999999,0.000162,0.16399999999999998,0.217,119.285,3.0,0,1999
What's My Age Again?,58.0,20.0,171506.0,0.23399999999999999,0.174,4.0,-13.835999999999999,1.0,0.0311,0.8740000000000001,0.000471,0.128,0.193,79.527,4.0,0,1999
Lonely And Gone,46.0,19.0,234360.0,0.46,0.43700000000000006,7.0,-10.587,1.0,0.0304,0.128,0.0,0.025,0.22699999999999998,172.382,4.0,0,1999
American Woman,49.0,21.0,227320.0,0.555,0.639,2.0,-6.832000000000001,1.0,0.033,0.13699999999999998,1.98e-05,0.0733,0.518,125.77,4.0,0,1999
A Man Ain't Made Of Stone,82.0,4.0,125400.0,0.617,0.207,0.0,-15.3,1.0,0.0485,0.892,0.387,0.11699999999999999,0.843,71.734,4.0,0,1999
B-Please,77.0,9.0,150360.0,0.75,0.856,5.0,-7.059,1.0,0.131,0.596,6.48e-06,0.0514,0.9640000000000001,140.011,4.0,0,1999
Beauty,79.0,12.0,246493.0,0.621,0.475,11.0,-9.341000000000001,1.0,0.0265,0.187,0.0,0.0609,0.319,129.891,4.0,0,1999
I'm Already Taken,42.0,14.0,156333.0,0.195,0.16,3.0,-20.175,1.0,0.0344,0.802,1.04e-05,0.08800000000000001,0.353,183.274,3.0,0,1999
All Star,4.0,30.0,181866.0,0.47600000000000003,0.711,0.0,-7.122999999999999,1.0,0.0271,0.551,1.42e-05,0.317,0.628,98.868,4.0,0,1999
What Do You Say To That,45.0,16.0,224506.0,0.447,0.8340000000000001,8.0,-6.138999999999999,0.0,0.373,0.43700000000000006,2.46e-06,0.38299999999999995,0.29600000000000004,94.63,4.0,1,1999
Genie In A Bottle,1.0,25.0,248706.0,0.568,0.512,7.0,-11.447000000000001,1.0,0.0298,0.349,0.0,0.147,0.43200000000000005,128.21,4.0,0,1999
The Dolphin's Cry,78.0,10.0,350866.0,0.565,0.884,0.0,-3.304,1.0,0.0335,0.18600000000000003,0.000101,0.21100000000000002,0.48700000000000004,112.24,4.0,0,1999
Scar Tissue,9.0,29.0,126446.0,0.899,0.8109999999999999,2.0,-6.294,1.0,0.258,0.000677,0.0,0.0672,0.5870000000000001,105.038,4.0,1,1999
Something Like That,28.0,20.0,181823.0,0.659,0.623,4.0,-2.253,1.0,0.0451,0.0667,0.0,0.5820000000000001,0.439,88.042,4.0,0,1999
I Want It All,23.0,15.0,237480.0,0.336,0.951,5.0,-3.5869999999999997,0.0,0.0707,0.000123,0.00108,0.0333,0.596,108.04299999999999,4.0,0,1999
She's So High,14.0,28.0,225840.0,0.8340000000000001,0.871,10.0,-6.972,0.0,0.0821,0.15,0.0721,0.287,0.835,110.294,4.0,0,1999
Gotta Man,26.0,16.0,218946.0,0.772,0.701,0.0,-6.605,0.0,0.0724,0.0581,0.00159,0.106,0.69,159.954,4.0,1,2000
NAStradamus,92.0,6.0,430120.0,0.637,0.7020000000000001,1.0,-3.2760000000000002,1.0,0.0632,0.284,0.00043,0.0638,0.9179999999999999,98.711,4.0,0,2000
The Christmas Song (Chestnuts Roasting On An Open Fire),18.0,4.0,203346.0,0.45799999999999996,0.7509999999999999,2.0,-8.395,1.0,0.469,0.0299,0.000155,0.258,0.48,169.673,4.0,0,2000
Left & Right,70.0,5.0,287506.0,0.519,0.589,7.0,-6.005,0.0,0.028999999999999998,0.0885,0.0,0.153,0.341,161.99200000000002,3.0,0,2000
Deck The Halls,61.0,3.0,489733.0,0.735,0.447,4.0,-15.942,0.0,0.0609,0.0114,0.0,0.305,0.619,135.999,4.0,0,2000
Give You What You Want (Fa Sure),71.0,13.0,238200.0,0.509,0.935,6.0,-3.633,1.0,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,4.0,0,2000
Get Gone,13.0,22.0,260573.0,0.5579999999999999,0.768,2.0,-9.997,1.0,0.0343,0.121,0.0626,0.124,0.429,81.90899999999999,4.0,0,2000
The Greatest Romance Ever Sold,63.0,13.0,157773.0,0.467,0.946,0.0,-6.728,1.0,0.0436,0.852,3.11e-06,0.125,0.961,164.99400000000003,4.0,0,2000
Will 2K,25.0,13.0,150066.0,0.745,0.174,4.0,-18.105999999999998,1.0,0.0525,0.255,0.0,0.141,0.305,118.292,4.0,0,2000
Bling Bling,36.0,19.0,306828.0,0.506,0.321,1.0,-11.796,1.0,0.0289,0.74,1.21e-06,0.125,0.0724,128.391,4.0,0,2000
There She Goes,32.0,20.0,222400.0,0.7070000000000001,0.625,4.0,-9.529,1.0,0.0303,0.0259,5.42e-05,0.10400000000000001,0.634,119.04899999999999,4.0,0,2000
Larger Than Life,25.0,19.0,144946.0,0.611,0.275,7.0,-9.31,1.0,0.0283,0.8540000000000001,0.000842,0.22,0.39299999999999996,100.867,3.0,0,2000
Mambo No. 5 (A Little Bit Of...),3.0,22.0,175573.0,0.637,0.6759999999999999,10.0,-10.690999999999999,1.0,0.031,0.18,1.67e-06,0.217,0.809,125.556,4.0,0,2000
The Rockafeller Skank,76.0,27.0,174400.0,0.514,0.6809999999999999,7.0,-10.026,1.0,0.065,0.19899999999999998,0.0356,0.0745,0.9129999999999999,136.821,4.0,0,2000
We Can't Be Friends,8.0,20.0,148226.0,0.774,0.545,10.0,-11.445,1.0,0.0382,0.18100000000000002,0.171,0.0515,0.782,112.684,4.0,0,2000
Music Of My Heart,93.0,20.0,196466.0,0.461,0.914,6.0,-2.161,0.0,0.0724,0.0198,0.0,0.025,0.7240000000000001,170.012,4.0,0,2000
Unpretty,1.0,32.0,266086.0,0.795,0.7829999999999999,5.0,-4.271,1.0,0.0432,0.361,0.0,0.43700000000000006,0.8,92.016,4.0,0,2000
(You Drive Me) Crazy,10.0,20.0,135746.0,0.41700000000000004,0.8759999999999999,10.0,-8.112,1.0,0.0499,0.584,0.0,0.1,0.858,148.399,4.0,0,2000
All Things Considered,55.0,20.0,207333.0,0.5379999999999999,0.773,11.0,-4.659,1.0,0.0281,0.0268,0.0,0.0829,0.611,94.053,4.0,0,2000
Steal My Sunshine,9.0,25.0,219306.0,0.856,0.652,1.0,-5.324,1.0,0.14300000000000002,0.177,0.0,0.193,0.47100000000000003,97.01700000000001,4.0,1,2000
Still D.R.E.,99.0,5.0,217200.0,0.899,0.645,10.0,-11.620999999999999,0.0,0.271,0.0435,0.10099999999999999,0.358,0.348,110.895,4.0,1,2000
The Quittin' Kind,90.0,6.0,297906.0,0.564,0.924,0.0,-6.2620000000000005,1.0,0.0417,0.0634,0.00016999999999999999,0.716,0.7020000000000001,128.25,4.0,0,2000
Satisfy You,2.0,20.0,164133.0,0.513,0.861,9.0,-6.446000000000001,1.0,0.0402,0.6809999999999999,3.9399999999999995e-05,0.29,0.951,173.72,4.0,0,2000
Bug A Boo,33.0,20.0,167840.0,0.662,0.648,10.0,-7.3629999999999995,1.0,0.0475,0.534,0.124,0.162,0.8640000000000001,126.74,4.0,0,2000
She Thinks My Tractor's Sexy,74.0,12.0,116706.0,0.6920000000000001,0.424,8.0,-9.939,1.0,0.0466,0.7240000000000001,0.0,0.253,0.609,135.403,4.0,0,2000
The Chemicals Between Us,67.0,20.0,235773.0,0.381,0.68,1.0,-4.724,1.0,0.162,0.0876,0.00147,0.168,0.16699999999999998,162.246,3.0,1,2000
N 2 Gether Now,73.0,11.0,182577.0,0.585,0.8140000000000001,7.0,-4.335,1.0,0.054000000000000006,0.0265,1.26e-05,0.133,0.597,127.98899999999999,4.0,0,2000
L.A. Song,90.0,12.0,273773.0,0.425,0.519,9.0,-9.707,1.0,0.0279,0.185,0.0,0.102,0.20800000000000002,143.887,4.0,0,2000
Tha Block Is Hot,72.0,11.0,138226.0,0.406,0.561,8.0,-5.704,1.0,0.0516,0.8340000000000001,0.0,0.34600000000000003,0.462,180.799,3.0,0,2000
Home To You,45.0,20.0,261200.0,0.611,0.565,0.0,-12.979000000000001,1.0,0.0253,0.0565,1.17e-06,0.28,0.688,107.413,4.0,0,2000
Where My Girls At?,4.0,42.0,250000.0,0.684,0.48100000000000004,2.0,-12.59,1.0,0.0384,0.475,6.57e-05,0.11800000000000001,0.784,115.07799999999999,4.0,0,2000
"Live, Laugh, Love",74.0,11.0,282373.0,0.879,0.564,10.0,-7.682,0.0,0.247,0.0474,9.43e-06,0.0519,0.523,93.90799999999999,4.0,1,2000
Breathe And Stop,71.0,5.0,325640.0,0.23600000000000002,0.609,9.0,-13.744000000000002,1.0,0.0515,0.266,0.263,0.0749,0.647,200.583,4.0,0,2000
Deep Inside,63.0,15.0,140266.0,0.589,0.758,1.0,-4.158,1.0,0.0315,0.0715,0.00842,0.10400000000000001,0.8690000000000001,113.86399999999999,4.0,0,2000
Smoke Rings In The Dark,76.0,5.0,273903.0,0.701,0.7809999999999999,5.0,-8.493,1.0,0.134,0.0908,1.75e-06,0.358,0.45899999999999996,86.006,4.0,1,2000
Caught Out There,54.0,12.0,163866.0,0.469,0.598,7.0,-5.53,1.0,0.0304,0.495,1.16e-06,0.175,0.7490000000000001,124.839,3.0,0,2000
Waiting For Tonight,8.0,20.0,136333.0,0.515,0.54,5.0,-6.874,1.0,0.0394,0.27699999999999997,0.00114,0.59,0.614,127.807,4.0,0,2000
Big Deal,23.0,20.0,220306.0,0.884,0.34600000000000003,8.0,-8.228,0.0,0.35100000000000003,0.0151,7.04e-06,0.0871,0.376,75.016,4.0,1,2000
I Wanna Love You Forever,3.0,20.0,131080.0,0.66,0.20800000000000002,9.0,-16.925,0.0,0.0399,0.312,0.382,0.0672,0.182,96.914,4.0,0,2000
Black Balloon,16.0,34.0,182973.0,0.62,0.904,4.0,-5.475,0.0,0.0423,0.124,0.0,0.299,0.63,112.285,4.0,0,2000
Sexual (Li Da Di),42.0,29.0,328400.0,0.733,0.47100000000000003,9.0,-8.157,0.0,0.0285,0.268,0.0,0.24100000000000002,0.46799999999999997,113.228,4.0,0,2000
Freakin' It,99.0,4.0,196826.0,0.775,0.621,0.0,-10.265,1.0,0.035,0.0916,0.0,0.147,0.9390000000000001,110.602,4.0,0,2000
Got Your Money,33.0,20.0,295533.0,0.209,0.418,3.0,-8.74,1.0,0.0338,0.163,0.00195,0.113,0.12300000000000001,138.265,4.0,0,2000
He Didn't Have To Be,30.0,20.0,205986.0,0.518,0.9,5.0,-5.249,0.0,0.0481,0.0208,0.00454,0.136,0.7070000000000001,112.21700000000001,4.0,0,2000
Learn To Fly,19.0,21.0,194973.0,0.57,0.389,8.0,-14.206,1.0,0.0729,0.5589999999999999,0.00257,0.24600000000000002,0.56,121.135,4.0,0,2000
U Know What's Up,7.0,24.0,238386.0,0.561,0.893,0.0,-7.662999999999999,1.0,0.038,0.00123,0.408,0.17600000000000002,0.674,119.863,4.0,0,2000
Do It Again (Put Ya Hands Up),65.0,9.0,284066.0,0.584,0.698,9.0,-7.199,1.0,0.0316,0.22399999999999998,2.75e-05,0.105,0.561,108.559,4.0,0,2000
Girl On TV,10.0,17.0,202173.0,0.612,0.9209999999999999,7.0,-2.8789999999999996,1.0,0.0848,0.0183,0.0,0.0576,0.45299999999999996,139.986,4.0,0,2000
