,Peak Position,Weeks on Chart,spotify_track_duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,explicit,YearID
Love Makes The World Go 'round,33.0,10.0,226906.0,0.698,0.547,1.0,-7.607,1.0,0.315,0.727,0.0,0.159,0.5479999999999999,83.801,4.0,1,1958
Jealous Heart,62.0,10.0,279533.0,0.615,0.723,0.0,-6.506,1.0,0.0448,0.0917,0.00042300000000000004,0.10099999999999999,0.21899999999999997,117.958,4.0,0,1958
Cimarron (Roll On),44.0,10.0,133266.0,0.648,0.662,9.0,-9.856,1.0,0.0286,0.0532,0.0313,0.0985,0.966,88.175,4.0,0,1958
Mexican Hat Rock,16.0,15.0,290760.0,0.742,0.753,0.0,-5.782,1.0,0.0262,0.14300000000000002,3.81e-05,0.12300000000000001,0.878,121.51899999999999,4.0,0,1958
Rock-in Robin,2.0,21.0,221800.0,0.5820000000000001,0.728,8.0,-6.151,1.0,0.0292,0.174,0.0,0.139,0.537,150.013,4.0,0,1958
Joe Joe Gunne,89.0,5.0,170960.0,0.313,0.078,0.0,-17.583,1.0,0.0332,0.955,4.48e-06,0.16899999999999998,0.125,128.065,4.0,0,1958
Seven Minutes In Heaven,85.0,3.0,290466.0,0.7140000000000001,0.305,2.0,-8.837,1.0,0.0305,0.8190000000000001,0.0,0.174,0.5539999999999999,124.91,4.0,0,1958
Ten Commandments Of Love,22.0,16.0,251573.0,0.445,0.746,6.0,-6.281000000000001,0.0,0.456,0.268,0.00033,0.138,0.121,170.612,4.0,1,1958
The Voice In My Heart,88.0,1.0,165735.0,0.667,0.6729999999999999,10.0,-12.151,1.0,0.0293,0.134,0.376,0.11599999999999999,0.976,98.09700000000001,4.0,0,1958
There Goes My Heart,19.0,16.0,168800.0,0.626,0.47600000000000003,2.0,-11.53,1.0,0.0266,0.7070000000000001,0.0,0.0947,0.802,98.58200000000001,4.0,0,1958
The Day The Rains Came,21.0,15.0,261399.0,0.728,0.6559999999999999,11.0,-5.492999999999999,0.0,0.413,0.0979,0.0,0.11599999999999999,0.9229999999999999,95.291,4.0,1,1958
Little Red Riding Hood,84.0,4.0,240266.0,0.264,0.534,5.0,-7.4,1.0,0.0331,0.153,0.0,0.34700000000000003,0.158,81.516,4.0,0,1958
Merry Christmas Baby,71.0,3.0,283000.0,0.41200000000000003,0.53,2.0,-6.912000000000001,1.0,0.0249,0.21899999999999997,0.0,0.121,0.551,76.262,4.0,0,1958
So Much,87.0,2.0,225933.0,0.698,0.8170000000000001,5.0,-5.7860000000000005,0.0,0.0911,0.0422,4.59e-05,0.295,0.937,118.72399999999999,4.0,0,1958
Mandolins In The Moonlight,47.0,10.0,194120.0,0.727,0.8320000000000001,2.0,-5.851,1.0,0.05,0.16399999999999998,0.0,0.105,0.8220000000000001,131.703,4.0,0,1958
Diamond Ring,78.0,4.0,242626.0,0.643,0.43,4.0,-11.694,1.0,0.0447,0.65,0.0,0.41700000000000004,0.475,131.846,4.0,0,1958
I'll Remember Tonight,34.0,11.0,190266.0,0.6729999999999999,0.873,2.0,-6.024,1.0,0.0483,0.121,3.37e-05,0.174,0.91,136.345,4.0,0,1959
Green Chri$tma$,44.0,2.0,126133.0,0.5589999999999999,0.601,3.0,-9.527999999999999,1.0,0.0464,0.26,0.0121,0.122,0.604,114.08,4.0,0,1959
Sing Sing Sing,46.0,7.0,193181.0,0.7809999999999999,0.57,11.0,-5.874,0.0,0.188,0.273,0.0,0.196,0.858,107.059,4.0,0,1959
Mr. Success,41.0,11.0,197693.0,0.598,0.6729999999999999,2.0,-10.431,1.0,0.0693,0.0422,6.840000000000001e-05,0.289,0.59,102.035,4.0,0,1959
Sermonette,99.0,1.0,200466.0,0.669,0.5329999999999999,0.0,-14.095999999999998,1.0,0.0273,0.261,0.0,0.156,0.847,92.273,4.0,0,1959
¿Dònde Està Santa Claus? (Where Is Santa Claus?),47.0,4.0,289226.0,0.762,0.424,2.0,-12.499,1.0,0.0288,0.0668,0.0,0.054000000000000006,0.731,113.56700000000001,4.0,0,1959
Sweet Little Rock And Roller,47.0,9.0,134720.0,0.74,0.506,6.0,-8.521,1.0,0.0496,0.609,0.8640000000000001,0.0878,0.794,99.825,4.0,0,1959
The Mocking Bird,32.0,10.0,149320.0,0.473,0.565,10.0,-7.856,1.0,0.031,0.8,0.532,0.10300000000000001,0.882,71.917,4.0,0,1959
The Fool And The Angel,75.0,6.0,160080.0,0.541,0.608,7.0,-13.083,1.0,0.106,0.298,0.0,0.23399999999999999,0.938,171.99200000000002,4.0,0,1959
Tea For Two Cha Cha,7.0,20.0,184840.0,0.583,0.851,10.0,-8.729,1.0,0.040999999999999995,0.725,0.00952,0.0944,0.9309999999999999,90.085,4.0,0,1959
Topsy II,3.0,21.0,158850.0,0.304,0.598,6.0,-4.212,1.0,0.0302,0.5870000000000001,0.000681,0.29,0.6829999999999999,71.782,4.0,0,1959
Hideaway,21.0,17.0,204000.0,0.778,0.611,4.0,-8.796,0.0,0.111,0.00451,0.0,0.336,0.247,93.926,4.0,0,1959
Need You,25.0,15.0,213520.0,0.718,0.39799999999999996,0.0,-14.119000000000002,0.0,0.0507,0.6809999999999999,9.49e-05,0.166,0.7390000000000001,96.10799999999999,3.0,0,1959
You Can't Get To Heaven On Roller Skates,99.0,1.0,117480.0,0.7140000000000001,0.858,7.0,-7.195,1.0,0.19899999999999998,0.28800000000000003,0.0,0.319,0.909,76.676,4.0,0,1959
That's Why I Cry,88.0,2.0,331733.0,0.725,0.652,1.0,-10.017000000000001,1.0,0.05,0.0201,6.759999999999999e-05,0.10800000000000001,0.355,117.946,4.0,0,1959
It's All In The Game,1.0,22.0,245360.0,0.612,0.758,0.0,-4.123,1.0,0.0314,0.309,0.0,0.0949,0.579,128.015,4.0,0,1959
The World Outside,21.0,11.0,147226.0,0.519,0.42200000000000004,4.0,-8.732000000000001,1.0,0.0282,0.8640000000000001,0.0,0.332,0.8029999999999999,128.95600000000002,4.0,0,1959
Turvy II,36.0,8.0,148440.0,0.38299999999999995,0.355,2.0,-11.120999999999999,0.0,0.0352,0.8370000000000001,0.755,0.701,0.512,151.22799999999998,4.0,0,1959
The Teen Commandments,29.0,8.0,268373.0,0.74,0.40399999999999997,5.0,-12.947000000000001,0.0,0.0761,0.21899999999999997,1.41e-06,0.128,0.42700000000000005,117.887,1.0,0,1959
Come Prima,60.0,7.0,173053.0,0.73,0.433,2.0,-7.05,1.0,0.0455,0.0849,0.0,0.16899999999999998,0.5720000000000001,94.596,4.0,0,1959
The End,7.0,19.0,209000.0,0.601,0.843,11.0,-4.075,1.0,0.0544,0.307,0.0,0.102,0.8029999999999999,94.084,4.0,0,1959
I'll Sail My Ship Alone,93.0,1.0,273026.0,0.684,0.526,1.0,-12.011,1.0,0.0437,0.0879,1.36e-06,0.133,0.925,121.368,4.0,0,1959
Big Bopper's Wedding,38.0,7.0,192866.0,0.732,0.972,7.0,-3.196,1.0,0.125,0.0631,0.000176,0.381,0.7240000000000001,100.999,4.0,0,1959
Chantilly Lace,6.0,25.0,177533.0,0.66,0.512,0.0,-7.183,1.0,0.0294,0.313,0.0,0.28300000000000003,0.852,133.607,4.0,0,1959
Come Prima (Koma Preema),67.0,6.0,193440.0,0.419,0.516,7.0,-9.937000000000001,1.0,0.0335,0.494,4.41e-06,0.14800000000000002,0.47600000000000003,97.884,4.0,0,1959
O' Falling Star,83.0,3.0,182733.0,0.262,0.777,11.0,-8.671,1.0,0.0632,0.0109,0.113,0.12,0.264,152.5,4.0,0,1959
Teach Me Tonight Cha Cha,76.0,4.0,328986.0,0.5920000000000001,0.642,10.0,-9.38,1.0,0.026000000000000002,0.0883,0.00134,0.131,0.16,92.419,4.0,0,1959
I Talk To The Trees,77.0,4.0,285333.0,0.519,0.9129999999999999,9.0,-9.743,1.0,0.0495,0.0259,1.4000000000000001e-05,0.22,0.41700000000000004,103.934,4.0,0,1959
Save My Soul,73.0,3.0,175320.0,0.5720000000000001,0.8490000000000001,9.0,-7.367000000000001,1.0,0.0641,0.0588,0.16,0.18100000000000002,0.7979999999999999,141.317,4.0,0,1959
That Old Black Magic,18.0,13.0,262544.0,0.691,0.6829999999999999,0.0,-7.335,1.0,0.0954,0.547,0.0,0.221,0.456,140.002,4.0,1,1959
It's Just About Time,47.0,7.0,269186.0,0.773,0.8190000000000001,0.0,-5.946000000000001,0.0,0.11800000000000001,0.426,0.0,0.0679,0.585,92.99,4.0,0,1959
I Got A Feeling,10.0,17.0,207520.0,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.23600000000000002,89.792,4.0,0,1959
"The Bluebird, The Buzzard & The Oriole",54.0,6.0,434720.0,0.5489999999999999,0.722,11.0,-11.729000000000001,0.0,0.0283,0.25,0.0138,0.11,0.716,103.885,4.0,0,1959
It's Only Make Believe,1.0,21.0,233087.0,0.89,0.633,11.0,-5.475,1.0,0.168,0.0232,0.000343,0.0993,0.425,139.94799999999998,4.0,1,1959
Don't You Know Yockomo,56.0,6.0,221266.0,0.878,0.446,11.0,-6.362,0.0,0.0635,0.503,6.32e-06,0.11699999999999999,0.805,138.035,4.0,0,1959
Beep Beep,4.0,15.0,168040.0,0.669,0.37200000000000005,3.0,-13.457,1.0,0.044000000000000004,0.8170000000000001,0.0,0.19899999999999998,0.963,139.342,4.0,0,1959
Love Is All We Need,15.0,16.0,239946.0,0.76,0.616,0.0,-6.426,1.0,0.0333,0.272,0.0,0.147,0.363,108.03200000000001,4.0,0,1959
Poor Boy,17.0,17.0,271573.0,0.64,0.6509999999999999,4.0,-14.981,0.0,0.0517,0.142,0.28,0.0341,0.8009999999999999,111.676,4.0,0,1959
Queen Of The Hop,9.0,19.0,185733.0,0.672,0.72,0.0,-6.502999999999999,0.0,0.0319,0.35,5.4600000000000006e-05,0.162,0.79,95.71,4.0,0,1959
C'mon Everybody,35.0,12.0,200586.0,0.342,0.249,1.0,-11.812000000000001,1.0,0.0277,0.87,5.0900000000000004e-05,0.152,0.203,94.74600000000001,3.0,0,1959
I'll Wait For You,15.0,17.0,267266.0,0.862,0.642,6.0,-13.652000000000001,0.0,0.10099999999999999,0.102,0.0,0.272,0.765,99.20100000000001,4.0,0,1959
Teasin',39.0,9.0,245800.0,0.6779999999999999,0.446,4.0,-11.489,1.0,0.0316,0.62,0.0,0.0802,0.47100000000000003,97.041,4.0,0,1959
Problems,2.0,15.0,230946.0,0.354,0.737,9.0,-5.975,1.0,0.0377,0.203,0.0,0.34,0.568,84.62200000000001,4.0,0,1959
Lonesome Town,7.0,18.0,154613.0,0.462,0.29,9.0,-12.225,1.0,0.0467,0.799,0.0,0.12300000000000001,0.48100000000000004,175.935,3.0,0,1959
The Wedding,43.0,13.0,304933.0,0.813,0.655,1.0,-7.8839999999999995,1.0,0.0262,0.10099999999999999,6.65e-05,0.146,0.46,99.98200000000001,4.0,0,1959
Tom Dooley,1.0,21.0,240466.0,0.449,0.8640000000000001,9.0,-1.159,0.0,0.0378,0.0133,1.31e-06,0.0984,0.355,105.12100000000001,4.0,0,1959
I Got Stung,8.0,16.0,232720.0,0.647,0.8220000000000001,5.0,-4.662,0.0,0.183,0.21899999999999997,0.0,0.0908,0.9620000000000001,160.019,4.0,0,1959
"To Know Him, Is To Love Him",1.0,23.0,230985.0,0.5920000000000001,0.956,9.0,-3.464,1.0,0.0326,0.0617,0.000244,0.711,0.87,115.941,4.0,0,1959
Gazachstahagen,57.0,8.0,309893.0,0.7,0.7490000000000001,9.0,-11.262,1.0,0.035,0.171,0.35,0.0613,0.965,135.971,4.0,0,1959
Whole Lotta Loving,6.0,15.0,260959.0,0.52,0.531,1.0,-9.397,1.0,0.0746,0.3,0.000386,0.701,0.657,111.934,4.0,0,1959
Wicked Ruby,71.0,5.0,304924.0,0.72,0.779,10.0,-13.295,0.0,0.06,0.179,5.48e-06,0.1,0.602,120.662,4.0,0,1959
The Chipmunk Song,1.0,13.0,175320.0,0.858,0.6659999999999999,0.0,-9.312000000000001,1.0,0.107,0.268,1.99e-05,0.111,0.85,96.605,4.0,0,1959
Rocka-Conga,38.0,10.0,120400.0,0.575,0.433,1.0,-13.49,1.0,0.064,0.677,9.46e-06,0.11800000000000001,0.71,159.77700000000002,4.0,0,1959
"Raspberries, Strawberries",70.0,8.0,167960.0,0.782,0.418,9.0,-14.367,0.0,0.469,0.017,0.0,0.0868,0.893,140.936,4.0,0,1959
The Worryin' Kind,69.0,9.0,193093.0,0.532,0.905,0.0,-9.645,1.0,0.0317,0.0721,6.76e-06,0.158,0.8220000000000001,132.157,4.0,0,1959
Let's Love,44.0,9.0,144613.0,0.511,0.887,5.0,-6.287999999999999,0.0,0.188,0.535,0.0,0.382,0.7020000000000001,169.46599999999998,4.0,0,1959
"Alright, Okay, You Win",68.0,6.0,260426.0,0.7390000000000001,0.5760000000000001,1.0,-12.024000000000001,1.0,0.0472,0.122,0.00206,0.0482,0.78,108.81,4.0,0,1959
Red River Rose,37.0,10.0,216053.0,0.64,0.7859999999999999,9.0,-6.905,1.0,0.0336,0.0762,0.0,0.249,0.848,130.128,4.0,1,1959
Good Rockin' Tonight,49.0,8.0,228480.0,0.544,0.867,10.0,-5.527,1.0,0.0517,2.6300000000000002e-05,0.0165,0.266,0.726,93.925,4.0,0,1959
One Night,4.0,17.0,214066.0,0.503,0.201,8.0,-17.024,1.0,0.0312,0.276,1.55e-06,0.11699999999999999,0.303,125.155,4.0,0,1959
Love You Most Of All,26.0,16.0,233600.0,0.757,0.799,9.0,-6.287999999999999,0.0,0.0306,0.122,0.00151,0.298,0.8190000000000001,119.829,4.0,0,1959
Blue Hawaii,37.0,10.0,218146.0,0.745,0.805,2.0,-5.5489999999999995,1.0,0.0307,0.0223,1.06e-06,0.13,0.765,126.065,4.0,0,1959
Jupiter-C,81.0,4.0,184634.0,0.47700000000000004,0.46399999999999997,7.0,-10.818,0.0,0.0272,0.5670000000000001,0.0,0.48700000000000004,0.6890000000000001,77.917,4.0,0,1959
Trust In Me,43.0,9.0,242333.0,0.62,0.688,7.0,-12.892000000000001,1.0,0.0435,0.0018100000000000002,0.0048200000000000005,0.0464,0.7929999999999999,112.12200000000001,4.0,0,1959
Evening Rain,63.0,7.0,225106.0,0.494,0.5710000000000001,2.0,-5.862,1.0,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045,4.0,0,1959
Don't Pity Me,40.0,12.0,180266.0,0.616,0.961,11.0,-3.1439999999999997,0.0,0.139,0.00494,0.0,0.078,0.523,114.492,4.0,0,1959
Teardrops Will Fall,61.0,6.0,297960.0,0.609,0.7020000000000001,8.0,-3.161,0.0,0.035,0.35,0.0,0.0727,0.513,83.637,4.0,0,1959
The Diary,14.0,15.0,225000.0,0.366,0.73,9.0,-12.745999999999999,1.0,0.0668,0.423,4.31e-06,0.163,0.7290000000000001,160.093,4.0,0,1959
No Regrets,90.0,2.0,198906.0,0.691,0.336,0.0,-10.843,1.0,0.0392,0.35,0.000684,0.11900000000000001,0.613,135.954,4.0,0,1959
I Can't Sit Down,94.0,2.0,324800.0,0.81,0.526,2.0,-9.627,1.0,0.0991,0.431,0.0,0.0841,0.8109999999999999,95.23,4.0,0,1959
It's Only The Beginning,42.0,10.0,292293.0,0.579,0.727,10.0,-10.062999999999999,1.0,0.0289,0.306,0.0,0.1,0.382,103.37100000000001,4.0,0,1959
Who Cares,43.0,9.0,176920.0,0.483,0.27399999999999997,9.0,-17.027,1.0,0.0343,0.73,0.0,0.102,0.672,87.45200000000001,4.0,0,1959
I'm A Man,31.0,10.0,250706.0,0.7,0.774,5.0,-4.9830000000000005,0.0,0.0466,0.2,0.0,0.40399999999999997,0.652,90.0,4.0,0,1959
Chip Off The Old Block,97.0,2.0,260773.0,0.645,0.439,0.0,-12.43,0.0,0.037000000000000005,0.0988,0.0,0.27899999999999997,0.47200000000000003,103.87200000000001,4.0,0,1959
Anthony Boy,60.0,5.0,139733.0,0.528,0.121,9.0,-21.213,1.0,0.0345,0.91,0.00451,0.125,0.38,87.834,4.0,0,1959
Bunny Hop,70.0,4.0,290200.0,0.785,0.7829999999999999,2.0,-3.9819999999999998,1.0,0.187,0.00877,0.00454,0.07200000000000001,0.5920000000000001,98.132,4.0,0,1959
The Shag (Is Totally Cool),53.0,9.0,218733.0,0.521,0.26,3.0,-15.870999999999999,1.0,0.0306,0.6509999999999999,0.0,0.156,0.21899999999999997,96.02,4.0,0,1959
Teardrops On Your Letter,87.0,3.0,176160.0,0.622,0.932,11.0,-4.66,0.0,0.0498,0.105,2.37e-06,0.32799999999999996,0.519,108.051,4.0,0,1959
Ballad Of A Girl And Boy,74.0,3.0,165760.0,0.67,0.596,3.0,-9.347000000000001,1.0,0.0627,0.852,0.00203,0.653,0.813,133.39600000000002,4.0,0,1959
Smoke Gets In Your Eyes,1.0,19.0,247536.0,0.562,0.423,4.0,-16.572,1.0,0.0283,8.120000000000001e-05,0.818,0.316,0.662,99.97,4.0,0,1959
The Little Space Girl,20.0,12.0,214440.0,0.88,0.5770000000000001,10.0,-8.093,0.0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,4.0,1,1959
Nobody But You,21.0,17.0,214466.0,0.636,0.9209999999999999,10.0,-2.696,1.0,0.0735,0.0214,0.0,0.134,0.647,92.024,4.0,0,1959
Record Hop Blues,82.0,1.0,142080.0,0.616,0.7959999999999999,9.0,-8.974,1.0,0.0341,0.856,0.946,0.321,0.9620000000000001,140.501,4.0,0,1959
Shirley,82.0,5.0,213546.0,0.42100000000000004,0.524,7.0,-5.653,1.0,0.0486,0.602,3.5799999999999996e-05,0.192,0.52,75.173,4.0,0,1959
Manhattan Spiritual,10.0,16.0,130173.0,0.544,0.59,10.0,-8.427,0.0,0.028999999999999998,0.0319,0.0,0.0671,0.924,132.409,4.0,0,1959
Hurtin' Inside,83.0,4.0,129466.0,0.498,0.831,5.0,-6.447,1.0,0.0771,0.643,0.0,0.6829999999999999,0.8240000000000001,168.611,4.0,0,1959
Lovers Never Say Goodbye,52.0,10.0,219933.0,0.688,0.575,8.0,-12.591,0.0,0.0655,0.6809999999999999,2.18e-06,0.281,0.745,96.555,4.0,0,1959
Ambrose (Part Five),52.0,9.0,191173.0,0.696,0.513,6.0,-5.567,0.0,0.0424,0.0050799999999999994,0.0,0.0682,0.14400000000000002,129.859,4.0,0,1959
Jimmy Kiss And Run,95.0,1.0,184706.0,0.19899999999999998,0.185,0.0,-12.043,1.0,0.0335,0.9359999999999999,0.0028399999999999996,0.12300000000000001,0.12,78.189,4.0,0,1959
"Blah, Blah, Blah",57.0,7.0,191600.0,0.61,0.857,8.0,-5.267,0.0,0.0877,0.0424,2e-06,0.128,0.373,125.838,4.0,0,1959
A House Of Love,92.0,1.0,239306.0,0.6990000000000001,0.61,4.0,-13.372,0.0,0.0272,0.11,0.0018800000000000002,0.06,0.755,105.568,4.0,0,1959
The Answer To A Maiden's Prayer,71.0,5.0,229400.0,0.48200000000000004,0.67,1.0,-6.372999999999999,1.0,0.0409,0.00829,0.0,0.18100000000000002,0.36700000000000005,129.869,4.0,0,1959
Goodbye Baby,8.0,16.0,182080.0,0.807,0.32,0.0,-8.152000000000001,0.0,0.0582,0.133,0.000328,0.10099999999999999,0.298,94.99,4.0,0,1959
Wishful Thinking,79.0,2.0,212893.0,0.6890000000000001,0.49700000000000005,2.0,-14.377,1.0,0.0319,0.263,5.6e-06,0.218,0.639,114.03399999999999,4.0,0,1959
The Chick,100.0,1.0,250746.0,0.866,0.7490000000000001,2.0,-3.977,1.0,0.253,0.15,0.0,0.0591,0.8909999999999999,92.07700000000001,4.0,1,1959
Gotta Travel On,4.0,20.0,236706.0,0.524,0.966,6.0,-2.75,0.0,0.456,0.106,0.0,0.19,0.67,86.48700000000001,1.0,1,1959
Fried Eggs,73.0,3.0,147533.0,0.555,0.272,5.0,-14.485,0.0,0.0274,0.787,0.00115,0.32299999999999995,0.42,81.931,4.0,0,1959
There Must Be A Way,33.0,12.0,154466.0,0.5720000000000001,0.501,0.0,-8.061,1.0,0.0489,0.0199,0.0,0.168,0.6579999999999999,122.98899999999999,4.0,0,1959
Midnight Oil,55.0,9.0,192213.0,0.5720000000000001,0.7659999999999999,1.0,-8.302,0.0,0.156,0.16,6.67e-06,0.163,0.384,124.447,4.0,0,1959
Because You're Young,62.0,5.0,335840.0,0.603,0.503,2.0,-14.862,1.0,0.0379,0.29,0.00128,0.135,0.647,168.512,4.0,0,1959
Pretty Girls Everywhere,36.0,15.0,230040.0,0.528,0.904,2.0,-5.854,1.0,0.0343,0.000833,0.0,0.174,0.6779999999999999,122.37100000000001,4.0,0,1959
Don't Take Your Guns To Town,32.0,12.0,122226.0,0.586,0.609,2.0,-8.558,1.0,0.0287,0.0177,0.0,0.12300000000000001,0.556,92.04299999999999,4.0,0,1959
When The Saints Go Marching In,50.0,8.0,223200.0,0.583,0.415,3.0,-8.854,1.0,0.0301,0.8270000000000001,3.39e-05,0.138,0.245,136.065,4.0,0,1959
The All American Boy,2.0,16.0,255466.0,0.47600000000000003,0.584,10.0,-12.357000000000001,1.0,0.038,0.11900000000000001,0.0,0.27399999999999997,0.41700000000000004,88.02600000000001,4.0,0,1959
With The Wind And The Rain In Your Hair,21.0,14.0,229573.0,0.499,0.8,1.0,-2.665,0.0,0.0502,0.0906,0.0,0.147,0.272,139.91899999999998,4.0,0,1959
(All of a Sudden) My Heart Sings,15.0,17.0,184200.0,0.307,0.267,4.0,-11.898,1.0,0.0327,0.809,0.0,0.26899999999999996,0.39,111.322,3.0,0,1959
Nola,39.0,12.0,215186.0,0.6659999999999999,0.909,0.0,-6.301,1.0,0.0562,0.0865,0.397,0.0845,0.938,115.109,4.0,0,1959
The Story Of My Love,28.0,12.0,189186.0,0.491,0.867,6.0,-2.313,0.0,0.10300000000000001,0.16699999999999998,0.0,0.45799999999999996,0.602,167.965,4.0,0,1959
The Children's Marching Song (Nick Nack Paddy Whack),16.0,14.0,182103.0,0.522,0.747,1.0,-4.789,1.0,0.0297,0.235,1.06e-05,0.0964,0.645,82.85,4.0,0,1959
The Children's Marching Song (Nick Nack Taddy Whack),13.0,14.0,211693.0,0.706,0.5479999999999999,4.0,-4.8180000000000005,0.0,0.0294,0.0028399999999999996,7.38e-05,0.0474,0.706,98.995,4.0,0,1959
Lonely Teardrops,7.0,21.0,266000.0,0.68,0.625,11.0,-7.0,0.0,0.0353,0.0645,5.8099999999999996e-05,0.109,0.8140000000000001,94.02,4.0,0,1959
Telling Lies,50.0,9.0,232893.0,0.484,0.528,1.0,-11.616,1.0,0.0421,0.16899999999999998,4.3200000000000007e-05,0.151,0.642,115.771,4.0,0,1959
First Anniversary,42.0,12.0,197773.0,0.6779999999999999,0.35700000000000004,0.0,-14.712,0.0,0.128,0.675,0.00569,0.124,0.0661,113.301,5.0,0,1959
I Got A Wife,24.0,12.0,380520.0,0.7120000000000001,0.517,5.0,-13.189,0.0,0.0484,0.6709999999999999,0.0899,0.331,0.9520000000000001,124.464,4.0,0,1959
The Lonely One,23.0,13.0,126866.0,0.636,0.5329999999999999,0.0,-9.715,1.0,0.0342,0.306,0.0,0.13,0.764,125.074,4.0,0,1959
Yea - Yea (Class Cutter),52.0,6.0,164560.0,0.542,0.461,2.0,-7.071000000000001,0.0,0.0286,0.465,0.0,0.177,0.629,94.214,3.0,0,1959
Petite Fleur (Little Flower),5.0,15.0,254560.0,0.69,0.6509999999999999,9.0,-8.267000000000001,1.0,0.0324,0.292,0.0024100000000000002,0.105,0.706,97.91799999999999,4.0,0,1959
Walkin' To Mother's,96.0,1.0,228226.0,0.419,0.222,7.0,-12.675999999999998,0.0,0.0297,0.8370000000000001,1.94e-06,0.23800000000000002,0.12,127.71799999999999,4.0,0,1959
Boom-A-Dip-Dip,83.0,4.0,187666.0,0.43700000000000006,0.373,0.0,-14.845999999999998,1.0,0.027999999999999997,0.261,1.2e-06,0.0984,0.355,93.51899999999999,4.0,0,1959
May You Always,11.0,16.0,270800.0,0.735,0.39399999999999996,11.0,-11.333,0.0,0.0404,0.261,0.000364,0.0545,0.606,121.822,4.0,0,1959
Moonlight Serenade,47.0,11.0,205533.0,0.557,0.782,4.0,-3.8989999999999996,1.0,0.0475,0.0953,6.75e-06,0.11800000000000001,0.305,159.621,4.0,0,1959
I Kneel At Your Throne,94.0,4.0,289970.0,0.7170000000000001,0.26899999999999996,8.0,-15.357000000000001,1.0,0.0378,0.485,5.79e-05,0.0466,0.43200000000000005,67.726,4.0,0,1959
Tomboy,29.0,9.0,229240.0,0.755,0.408,5.0,-10.33,0.0,0.187,0.0133,0.0,0.33,0.465,76.03399999999999,4.0,0,1959
Goodnight Irene,75.0,1.0,236466.0,0.506,0.8270000000000001,4.0,-6.356,0.0,0.0366,0.107,2.42e-06,0.161,0.5710000000000001,101.869,4.0,0,1959
Raw-Hide,23.0,13.0,284733.0,0.7120000000000001,0.642,0.0,-7.92,1.0,0.0354,0.017,0.614,0.18600000000000003,0.8290000000000001,141.336,4.0,0,1959
That's All I Want,98.0,1.0,167360.0,0.5379999999999999,0.794,7.0,-8.145,1.0,0.0857,0.23600000000000002,3.16e-06,0.085,0.95,91.11,4.0,0,1959
Two Brothers,90.0,2.0,282720.0,0.7140000000000001,0.512,2.0,-13.036,1.0,0.107,0.0699,0.0,0.0725,0.594,113.52799999999999,4.0,0,1959
She Say (Oom Dooby Doom),18.0,14.0,146226.0,0.6729999999999999,0.597,10.0,-6.95,1.0,0.0317,0.816,0.0,0.204,0.948,129.64,4.0,0,1959
I Go Ape,42.0,8.0,247333.0,0.499,0.7829999999999999,0.0,-6.517,1.0,0.0837,0.303,0.0,0.7440000000000001,0.7070000000000001,91.396,4.0,0,1959
I Cried A Tear,6.0,21.0,182306.0,0.29600000000000004,0.354,5.0,-13.343,1.0,0.0313,0.0503,0.0,0.107,0.535,177.537,3.0,0,1959
Matilda,47.0,15.0,210013.0,0.447,0.6709999999999999,11.0,-5.7589999999999995,0.0,0.0421,0.0173,0.0,0.179,0.21600000000000003,94.069,4.0,0,1959
You Can't Be True Dear,75.0,3.0,232957.0,0.428,0.405,2.0,-10.315999999999999,1.0,0.040999999999999995,0.92,0.7659999999999999,0.124,0.54,97.84100000000001,4.0,0,1959
Donna,2.0,23.0,169000.0,0.665,0.782,6.0,-8.437999999999999,0.0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,4.0,0,1959
Pipe Dreams,82.0,2.0,215093.0,0.363,0.777,9.0,-6.41,1.0,0.0895,0.0811,0.040999999999999995,0.24,0.593,185.215,4.0,0,1959
Stagger Lee,1.0,21.0,214666.0,0.5589999999999999,0.505,2.0,-16.529,1.0,0.0288,0.319,0.0021100000000000003,0.222,0.6779999999999999,98.665,4.0,0,1959
Who's That Knocking,71.0,6.0,212400.0,0.44299999999999995,0.69,8.0,-10.698,1.0,0.0458,0.0298,9.03e-06,0.191,0.752,166.699,4.0,0,1959
Jo-Jo The Dog-Faced Boy,73.0,4.0,324306.0,0.648,0.759,6.0,-4.315,1.0,0.306,0.0142,0.0,0.648,0.518,85.99600000000001,4.0,1,1959
77 Sunset Strip,69.0,5.0,247946.0,0.591,0.935,6.0,-2.6639999999999997,1.0,0.0478,0.00028399999999999996,0.000278,0.142,0.736,140.043,4.0,0,1959
I'm Never Gonna Tell,36.0,11.0,281979.0,0.413,0.9279999999999999,9.0,-3.6710000000000003,1.0,0.321,0.106,0.0,0.331,0.469,83.20299999999999,4.0,1,1959
The Hawaiian Wedding Song (Ke Kali Nei Au),11.0,20.0,247160.0,0.68,0.941,1.0,-7.5089999999999995,0.0,0.0374,0.484,7.43e-05,0.0656,0.823,110.264,4.0,0,1959
