,0
Dance Into The Light,720.0
Birmingham,860.0
Key West Intermezzo (I Saw You First),336.0
At Night I Pray,1260.0
The Moment,882.0
What Kind Of Man Would I Be,408.0
When Boy Meets Girl,850.0
"Another You, Another Me",364.0
You Learn/You Oughta Know,180.0
Sugar Honey Ice Tea,640.0
Nowhere To Go,760.0
You Can Make History (Young Again),1190.0
My Baby Mama,376.0
"How Could You (From ""Bulletproof"")",795.0
Setting Sun,400.0
Street Dreams,374.0
Counting Blue Cars,720.0
Drop Dead Gorgeous,279.0
You Don't Have To Love Me,738.0
Twisted,76.0
This Is For The Lover In You,120.0
"Last Night (From ""The Nutty Professor"")",261.0
"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",506.0
Hero Of The Day,1080.0
Pony,162.0
I Fell In Love,1098.0
You're Makin' Me High/Let It Flow,41.0
This Is Your Night,960.0
Never Leave Me Alone,627.0
Knocks Me Off My Feet,980.0
Colour Of Love,740.0
No Time,360.0
Without Love,615.0
If It Makes You Happy,270.0
Between You And Me,551.0
ATLiens,595.0
When You Love A Woman,264.0
Come See Me,660.0
I Love You Always Forever,82.0
Where Do You Go,195.0
"You Must Love Me (From ""Evita"")",360.0
Mouth,120.0
We Danced Anyway,648.0
When You're Gone/Free To Decide,440.0
"I Finally Found Someone (From ""The Mirror Has Two Faces"")",160.0
Hip-Hopera,405.0
Cold Rock A Party,220.0
Thirty-Three,780.0
I'm Not Giving You Up,760.0
Weekend Thang,450.0
It's Your Body,817.0
Bill,348.0
It's All About U,915.0
Under The Water,546.0
"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",760.0
Luchini aka (This Is It),850.0
"Space Jam (From ""Space Jam"")",740.0
Things'll Never Change/Rapper's Ball,406.0
Discotheque,110.0
"Watch Me Do My Thing (From ""All That"")",448.0
Whateva Man,630.0
No Diggity,31.0
Change The World,215.0
Fired Up!,1120.0
Sho Nuff,464.0
I Always Feel Like (Somebody's Watching Me),1065.0
"Call Me (From ""Booty Call"")",270.0
Don't Keep Wasting My Time,540.0
I'm Not Feeling You,616.0
On & On,228.0
Request Line,468.0
Firestarter,600.0
Stop The Gunfight,539.0
Don't Stop Movin',1340.0
Do G's Get To Go To Heaven?,855.0
Precious Declaration,650.0
Naked Eye,936.0
Let Me Clear My Throat,600.0
The Old Apartment,528.0
The Theme (It's Party Time),990.0
Ooh Aah... Just A Little Bit,360.0
Fulton St.,180.0
"Who You Wit (From ""Sprung"")",336.0
What's On Tonight,420.0
Wannabe,23.0
Ghetto Love,240.0
Step Into A World (Rapture's Delight),910.0
In My Bed,100.0
Get It Together,200.0
Don't Let Go (Love),70.0
Here's Your Sign (Get The Picture),860.0
"Step By Step (From ""The Preacher's Wife"")",255.0
Secret Garden,437.0
Jazzy Belle,728.0
If Tomorrow Never Comes,867.0
You Don't Have To Hurt No More,512.0
"Too Late, Too Soon",738.0
The New Pollution,546.0
"Let It Go (From ""Set It Off"")",500.0
"Get Your Groove On (From ""Baps"")",455.0
I Shot The Sheriff,380.0
"My Heart Is Calling (From ""The Preacher's Wife"")",308.0
"The Perfect Drug (From ""Lost Highway"")",414.0
"The World Tonight (From ""Fathers' Day"")",640.0
Can't Nobody Hold Me Down,28.0
"I Believe I Can Fly (From ""Space Jam"")",68.0
Silent All These Years,1300.0
I Love Me Some Him/I Don't Want To,380.0
Your Woman,460.0
One More Time,540.0
Everyday Is A Winding Road,220.0
Un-Break My Heart,42.0
All By Myself,80.0
That's Right,1020.0
Serenade,616.0
If U Stay Ready,1027.0
Da' Dip,495.0
A Little Bit Of Ecstasy,1100.0
Gimme Some Love,506.0
Staring At The Sun,468.0
Summertime Summertime,688.0
Just Another Case,544.0
Full Of Smoke,954.0
Hip Hop Drunkies,594.0
"If I Could Change (From ""I'm Bout It"")",900.0
"No One But You (From ""Baps"")",858.0
My Baby Daddy,190.0
Stranger In Moscow,182.0
Until I Find You Again,840.0
5 Miles To Empty,624.0
Sweet Sexy Thing,1240.0
"Dancehall Queen (From ""Dancehall Queen"")",270.0
We Trying To Stay Alive,540.0
Far From Yours,243.0
Where Have All The Cowboys Gone?,168.0
Cupid,364.0
"How Do I Live (From ""Con Air"")",276.0
Tide Is High,356.0
Hypnotize,20.0
Last Night On Earth,456.0
"Don't Wanna Be A Player (From ""Booty Call"")",420.0
What's Stopping You,803.0
I Wanna Be There,780.0
Smokin' Me Out,490.0
"Drink, Swear, Steal & Lie",602.0
Supernatural,420.0
It's Your Love,140.0
Happy With You,390.0
Need Your Love,350.0
"Never, Never Gonna Give You Up",666.0
When You Talk About Love,672.0
Four Leaf Clover,819.0
Off The Books,258.0
I Want You,132.0
To Make You Feel My Love,450.0
Say You'll Be There,63.0
"Go The Distance (From ""Hercules"")",480.0
When I Die,820.0
"For You I Will (From ""Space Jam"")",128.0
ESPN Presents The Jock Jam,775.0
Things Just Ain't The Same,952.0
We Can Get Down,600.0
You Bring Me Up,520.0
"Men Of Steel (From ""Steel"")",574.0
G.H.E.T.T.O.U.T.,200.0
I'm Not A Fool,552.0
"Pushin' Inside You (From ""How Bout It"")",194.0
Hole In My Soul,561.0
When Love Starts Talkin',196.0
"Can We (From ""Booty Call"")",1125.0
Take It To The Streets,578.0
More Than This,450.0
Go Away,510.0
"A Smile Like Yours (From ""A Smile Like Yours"")",420.0
"C U When U Get There (From ""Nothing To Lose"")",240.0
Jack-Ass,730.0
The Way That You Talk,585.0
Bitch,60.0
Dream,216.0
Me And My Crazy World,520.0
The Joint,282.0
"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",795.0
I Say A Little Prayer,760.0
Return Of The Mack,80.0
Gotham City,180.0
Down For Yours,1173.0
Up Jumps Da Boogie,240.0
Not Tonight,126.0
Electric Barbarella,468.0
Get It Wet,192.0
The Freshmen,210.0
Do You Know (What It Takes),196.0
Barely Breathing,880.0
Coco Jamboo,420.0
Do You Like This,620.0
Avenues,490.0
Baby You Know,532.0
Never Make A Promise,140.0
Please,804.0
DJ Keep Playin' (Get Your Music On),588.0
Phenomenon,495.0
I'm So Happy I Can't Stop Crying,420.0
Have A Little Mercy,920.0
Grandma Got Run Over By A Reindeer,87.0
Backyard Boogie,740.0
I Care 'Bout You,460.0
Around The World,1220.0
Only If...,264.0
Invisible Man,336.0
Did I Shave My Legs For This?,510.0
You Should Be Mine (Don't Waste Your Time),340.0
I Miss My Homies,500.0
Legend Of A Cowgirl,720.0
Rhythm Of Love,1824.0
2 Become 1,96.0
All Of My Days,780.0
I'll Be Missing You,33.0
Barbie Girl,1504.0
Santa's A Fat Bitch,335.0
"Too Gone, Too Long",561.0
Mourn You Til I Join You,612.0
Up & Down,644.0
Smack My Bitch Up,623.0
The Rest Of Mine,1120.0
Don't Go,1596.0
Much Better,285.0
Spin Spin Sugar,1183.0
Butta Love,368.0
Man Behind The Music,756.0
In Harm's Way,996.0
What About Us,384.0
4 Seasons Of Loneliness,20.0
Sunny Came Home,224.0
Valentine,1000.0
Last Night's Letter,920.0
Sugar Cane,232.0
The One I Gave My Heart To,180.0
They Like It Slow,700.0
Mo Money Mo Problems,30.0
Foolish Games/You Were Meant For Me,130.0
My Love Is The Shhh!,104.0
I Wonder If Heaven Got A Ghetto,737.0
Love Gets Me Every Time,500.0
L-L-Lies,1065.0
You Know My Steez,988.0
If I Could Teach The World,540.0
No Tengo Dinero,1134.0
Sock It 2 Me,240.0
So Help Me Girl,880.0
I'm Afraid Of Americans,1056.0
Something That We Do,801.0
You're Not Alone,1120.0
I'm Not A Player,1140.0
Tha Hop,704.0
Tuck Me In,812.0
Feel So Good,100.0
"Young, Sad And Blue",750.0
My Body,80.0
"4, 3, 2, 1",900.0
Breaking All The Rules,640.0
Roxanne `97 - Puff Daddy Remix,767.0
"So Long (Well, Well, Well)",435.0
Spice Up Your Life,360.0
At The Beginning,900.0
Saint Of Me,376.0
I Do,374.0
Nothin' Move But The Money,420.0
The Memory Remains,532.0
Lollipop (Candyman),391.0
Brian Wilson,1360.0
Tubthumping,186.0
Going Back To Cali,494.0
I Will Come To You,180.0
Send My Love/Send One Your Love,720.0
Ain't That Just The Way,1008.0
Quit Playing Games (With My Heart),86.0
32 Flavors,740.0
All For You,451.0
A Song For Mama,140.0
Say You'll Stay,1121.0
Semi-Charmed Life,172.0
Been Around The World,42.0
We're Not Making Love No More,260.0
If You Think I'm Jiggy,390.0
Get Ready To Bounce,380.0
All I Do,517.0
Given To Fly,336.0
Swing My Way,120.0
All My Love,420.0
Off The Hook,949.0
Sweet Surrender,392.0
I Don't Ever Want To See You Again,168.0
Life In Mono,1050.0
I Don't Wanna Go On,190.0
Out Of Sight (YO),388.0
If I Never Stop Loving You,1072.0
Bring It On,819.0
I Know Where It's At,648.0
Moan & Groan,532.0
In A Dream,1440.0
Superhero,264.0
Kiss The Rain,465.0
Then What?,1170.0
Strawberries,833.0
A Promise I Make,897.0
"Have Fun, Go Mad",344.0
Let's Forget About It,497.0
Come Over To My Place,729.0
Deja Vu [Uptown Baby],252.0
That's Why I'm Here,553.0
Are You Jimmy Ray?,234.0
Gone Till November,140.0
Light In Your Eyes,912.0
Nice & Slow,23.0
Too Much,180.0
Gitty Up,700.0
Still Po' Pimpin',868.0
This Is How We Party,612.0
Hooked On A Feeling (Ooga-Chaka),426.0
One Of These Days,740.0
Just Be Straight With Me,912.0
What You Want,144.0
My Heart Will Go On,20.0
Party Ain't A Party,296.0
The Party Continues,551.0
Second Round K.O.,420.0
Body Bumpin' Yippie-Yi-Yo,110.0
The Mummers' Dance,360.0
Do For Love,378.0
Whatuon,595.0
"No, No, No",105.0
It's All About Me,120.0
Candle In The Wind 1997/Something About The Way You Look Tonight,42.0
Baby Be There,581.0
Let's Ride,42.0
Who Am I,800.0
Sin So Well,480.0
Make Em' Say Uhh!,432.0
I'm From The Country,1134.0
Clock Strikes,518.0
Victory,380.0
I Do [Cherish You],936.0
The Actual,300.0
Imagination,740.0
Boom Bye Yae,180.0
A Man Holdin' On (To A Woman Lettin' Go),810.0
Cheers 2 U,760.0
Raise The Roof,520.0
I Want You Back,312.0
I Honestly Love You (David Foster Vers.),804.0
Love The Way,474.0
Love For Free,258.0
"Money, Power & Respect",340.0
I Got The Hook Up!,320.0
Freak Out,693.0
I Just Want To Dance With You,1159.0
Recover Your Soul,1100.0
They Don't Know,217.0
Do Your Thing,950.0
Ding-A-Ling,1064.0
I'm Alright,1032.0
Not About Romance,552.0
The Arms Of The One Who Loves You,140.0
Everybody [Backstreet's Back],88.0
Ninety Nine [Flash The Message],944.0
My All,20.0
Turn It Up [Remix]/Fire It Up,200.0
If You Ever Have Forever In Mind,780.0
2 Way Street,806.0
Stepping Stone,876.0
Spark,686.0
Looking Through Your Eyes,432.0
Cheated (To All The Girls),488.0
Hey Now Now,517.0
Wishlist,940.0
How Do I Say I'm Sorry,882.0
I Get Lonely,60.0
Black Ice (Sky High),750.0
Gettin' Jiggy Wit It,32.0
Shorty (You Keep Playin' With My Mind),500.0
Whatcha Gone Do?,437.0
Destiny,611.0
I Wasn't With It,765.0
Sex And Candy,224.0
Definition,600.0
Delicious,792.0
You Only Have To Say You Love Me,1300.0
It's Alright,732.0
What U See Is What U Get,700.0
Jackie's Strength,270.0
Together Again,46.0
What I Didn't Know,812.0
Woof Woof,496.0
Horse & Carriage,697.0
Cleopatra's Theme,494.0
Still Not A Player,552.0
Ghetto Supastar (That Is What You Are),315.0
Money Ain't A Thang,1040.0
Ava Adore,840.0
Ray Of Light,100.0
I Ain't Havin' That,560.0
I Don't Want To Wait,616.0
Lookin' At Me,152.0
All My Life,36.0
I Had No Right,440.0
Truly Madly Deeply,52.0
Daydreamin',102.0
My Way,48.0
The Street Mix,465.0
If I Had The Chance,581.0
You're Still The One,84.0
Don't Let It Go To Your Head,324.0
Goodbye To My Homies,432.0
How's It Goin' Down,700.0
How's It Going To Be,468.0
Make It Hot,115.0
I Should Cheat On You,936.0
Daysleeper,171.0
Strawberry,166.0
Dr. Greenthumb,770.0
Still A G Thang,247.0
Friend Of Mine,240.0
Shimmer,504.0
Don't Let This Moment End,152.0
Nobody Else,540.0
Gotta Be,368.0
Music Sounds Better With You,496.0
(Do You) Wanna Ride,80.0
So Into You,600.0
The Boy Is Mine,27.0
Only When I Lose Myself,549.0
Never Ever,76.0
Intergalactic,504.0
Let Me Return The Favor,410.0
Cruel Summer,200.0
SuperThug (What What),468.0
Tearin' Up My Heart,59.0
I'll Never Break Your Heart,70.0
Everything's Changed,190.0
Absence Of The Heart,166.0
Real World,76.0
Thinkin' Bout It,192.0
I Still Love You,280.0
Jump Jive An' Wail,282.0
Crush,75.0
How Do You Sleep At Night,201.0
Here We Come,368.0
Where The Green Grass Grows,316.0
If I Lost You,946.0
How Do You Fall In Love,410.0
A Little Past Little Rock,430.0
We Really Shouldn't Be Doing This,220.0
Don't Laugh At Me,365.0
The Chanukah Song,160.0
Whatcha Wanna Do?,602.0
Wide Open Spaces,820.0
Westside,192.0
I Can Do That,1584.0
The First Night,23.0
I Don't Want To Miss A Thing,20.0
Fire Escape,688.0
My Little Secret,126.0
Are You That Somebody?,168.0
Come And Get With Me,180.0
Wrong Again,324.0
Husbands And Wives,324.0
Wherever You Go,576.0
Touch It,234.0
All The Places (I Will Kiss You),416.0
Another Way,200.0
My Favorite Mistake,200.0
Thank U,187.0
This Kiss,336.0
A Bitter End,616.0
Too Close,53.0
One Week,20.0
Someone You Used To Know,518.0
For You I Will,980.0
Right On The Money,516.0
Talk Show Shhh!,792.0
You're Beginning To Get To Me,507.0
I'll Be,120.0
Iris,126.0
"Spirit Of A Boy, Wisdom Of A Man",588.0
Wrong Night,676.0
From This Moment On,56.0
Pushin' Weight,494.0
Break Ups 2 Make Ups,196.0
Angel In Disguise,1008.0
Inside Out,392.0
Lately,27.0
I Will Get There,288.0
It's All Been Done,528.0
For A Little While,555.0
Unsent,348.0
Home Alone,1040.0
Somebody's Out There Watching,576.0
Pretty Fly (For A White Guy),848.0
Trippin',140.0
Hands,96.0
When You Believe,255.0
Never There,1326.0
How Do I Deal,472.0
Sweetest Thing,1071.0
Rosa Parks,935.0
Keepin' Up,552.0
Doo Wop (That Thing),21.0
At The Stars,312.0
I'm Your Angel,18.0
Watch For The Hook,730.0
Ghetto Cowboy,300.0
Lullaby,126.0
Powerful Thing,600.0
Meanwhile,456.0
Nas Is Like,344.0
Hold On To Me,627.0
Woof,744.0
Jumper,100.0
Nobody's Supposed To Be Here,58.0
No Place That Far,703.0
I Can't Get Over You,561.0
Hard Knock Life (Ghetto Anthem),330.0
Miami,357.0
Love Ain't Like That,544.0
Stand Beside Me,680.0
Slam Dunk,172.0
Have You Ever?,22.0
"Luv Me, Luv Me",1547.0
(God Must Have Spent) A Little More Time On You,176.0
My Name Is,360.0
When A Woman's Fed Up,440.0
Nothing Really Matters,186.0
Ruff Ryders' Anthem,384.0
These Are The Times,504.0
I'm Leaving,261.0
You Got Me,546.0
The Animal Song,190.0
I'm Not Ready,160.0
Busy Man,782.0
Get Involved,536.0
Everytime I Cry,552.0
Girlfriend/Boyfriend,517.0
Harmless,297.0
Down So Long,354.0
When I Close My Eyes,120.0
Drive Me Wild,616.0
Stay The Same,140.0
You Were Mine,680.0
Gone Crazy,559.0
Hillbilly Shoes,682.0
Ex-Factor,462.0
Maybe Not Tonight,430.0
Can I Get A...,703.0
Angel,112.0
All Night Long,171.0
Hate Me Now,496.0
Save Tonight,140.0
Georgy Porgy,770.0
What'd You Come Here For?,672.0
All I Have To Give,105.0
My First Night With You,392.0
Special,676.0
Hands Of A Working Man,658.0
She's A Bitch,576.0
Angel Of Mine,30.0
What's So Different,931.0
We Like To Party!,520.0
Anything But Down,637.0
Back 2 Good,672.0
It Ain't My Fault 1 & 2,324.0
Let Me Know,198.0
Heartbreak Hotel,56.0
I Drive Myself Crazy,804.0
Blue Monday,1120.0
Life,1020.0
I'll Think Of A Reason Later,760.0
Sweet Lady,300.0
She's Always Right,444.0
Why Don't You Get A Job?,1110.0
Heavy,1460.0
Believe,31.0
What's It Gonna Be?!,60.0
If You (Lovin' Me),260.0
Anyone Else,740.0
Nann,1240.0
Praise You,720.0
One Honest Heart,540.0
What It's Like,429.0
My Favorite Girl,663.0
Slide,280.0
Every Morning,93.0
You Won't Ever Be Lonely,560.0
Two Teardrops,600.0
Holla Holla,700.0
Give It To You,200.0
That Don't Impress Me Much,196.0
Players Holiday,1440.0
Rollercoaster,760.0
808,160.0
No Scrubs,28.0
Livin' La Vida Loca,20.0
The Hardest Thing,120.0
No Pigeons,204.0
Almost Doesn't Count,320.0
My Own Worst Enemy,1020.0
Write This Down,540.0
Who Dat,100.0
Anywhere,375.0
Watch Out Now,1008.0
Did You Ever Think,432.0
Wild Wild West,17.0
Chante's Got A Man,180.0
"Boom, Boom, Boom, Boom!!",504.0
Whatever You Say,740.0
Little Good-Byes,860.0
It's Not Right But It's Okay,80.0
Bliss,182.0
Kiss Me,66.0
Fortunate,100.0
Single White Female,720.0
A Night To Remember,760.0
I Will Remember You (Live),560.0
Southern Gul,456.0
Sometimes,420.0
Tell Me It's Real,40.0
"The Cup Of Life (The Official Song Of The World Cup, France '98)",1530.0
God Must Have Spent A Little More Time On You,580.0
Better Days (And The Bottom Drops Out),500.0
Everyone Falls In Love,1408.0
Lesson In Leavin',560.0
Beautiful Stranger,361.0
Happily Ever After,300.0
I'll Still Love You More,780.0
The Secret Of Life,828.0
All That I Can Say,616.0
Hey Leonardo (She Likes Me For Me),660.0
Jamboree,170.0
Little Man,663.0
"Bills, Bills, Bills",20.0
Wanna Be A Baller,840.0
Jigga My N****,560.0
I Could Not Ask For More,740.0
It's All About You (Not About Me),234.0
Summer Girls,51.0
Meeting In My Bedroom,806.0
Lightning Does The Work,1032.0
She's In Love,600.0
You'll Be In My Heart,420.0
Bailamos,20.0
You Had Me From Hello,680.0
I Want It That Way,186.0
So Anxious,320.0
Vivrant Thing,520.0
U Don't Know Me (Like U Used To),474.0
Spend My Life With You,462.0
What's My Age Again?,1160.0
Lonely And Gone,874.0
American Woman,1029.0
A Man Ain't Made Of Stone,328.0
B-Please,693.0
Beauty,948.0
I'm Already Taken,588.0
All Star,120.0
What Do You Say To That,720.0
Genie In A Bottle,25.0
The Dolphin's Cry,780.0
Scar Tissue,261.0
Something Like That,560.0
I Want It All,345.0
She's So High,392.0
Gotta Man,416.0
NAStradamus,552.0
The Christmas Song (Chestnuts Roasting On An Open Fire),72.0
Left & Right,350.0
Deck The Halls,183.0
Give You What You Want (Fa Sure),923.0
Get Gone,286.0
The Greatest Romance Ever Sold,819.0
Will 2K,325.0
Bling Bling,684.0
There She Goes,640.0
Larger Than Life,475.0
Mambo No. 5 (A Little Bit Of...),66.0
The Rockafeller Skank,2052.0
We Can't Be Friends,160.0
Music Of My Heart,1860.0
Unpretty,32.0
(You Drive Me) Crazy,200.0
All Things Considered,1100.0
Steal My Sunshine,225.0
Still D.R.E.,495.0
The Quittin' Kind,540.0
Satisfy You,40.0
Bug A Boo,660.0
She Thinks My Tractor's Sexy,888.0
The Chemicals Between Us,1340.0
N 2 Gether Now,803.0
L.A. Song,1080.0
Tha Block Is Hot,792.0
Home To You,900.0
Where My Girls At?,168.0
"Live, Laugh, Love",814.0
Breathe And Stop,355.0
Deep Inside,945.0
Smoke Rings In The Dark,380.0
Caught Out There,648.0
Waiting For Tonight,160.0
Big Deal,460.0
I Wanna Love You Forever,60.0
Black Balloon,544.0
Sexual (Li Da Di),1218.0
Freakin' It,396.0
Got Your Money,660.0
He Didn't Have To Be,600.0
Learn To Fly,399.0
U Know What's Up,168.0
Do It Again (Put Ya Hands Up),585.0
Girl On TV,170.0
Pop A Top,1700.0
U Understand,498.0
What Do You Say,620.0
Guerrilla Radio,1380.0
My Love Is Your Love,112.0
Candy,1720.0
Still In My Heart,264.0
24/7,200.0
Hanginaround,560.0
Shake Your Bon-Bon,396.0
Put Your Hand In Mine,608.0
None Of Ur Friends Business,720.0
The Best Man I Can Be,924.0
What's My Name,737.0
Rhythm Divine,544.0
The Great Beyond,798.0
Do What You Gotta Do,414.0
Angels,1007.0
Dear Lie,357.0
Re-arranged,1584.0
This Woman Needs,513.0
Got To Get It,800.0
G'd Up,658.0
Meet Virginia,540.0
Daddy Won't Sell The Farm,474.0
Take A Picture,240.0
American Pie,261.0
Stay Or Let It Go,608.0
No More Rain (In This Cloud),952.0
No Leaf Clover,740.0
My Best Friend,609.0
Hot Boyz,105.0
One Night Stand,578.0
Can't Stay,336.0
Thank God I Found You,20.0
Because You Love Me,689.0
He Can't Love U,300.0
Then The Morning Comes,286.0
If You Don't Wanna Love Me,534.0
I Learned From The Best,297.0
Bring It All To Me,145.0
All The Small Things,138.0
Mr. Too Damn Good,608.0
Real Live Woman,486.0
"Left, Right, Left",949.0
Back At One,74.0
What A Girl Wants,24.0
It Was,640.0
Untitled (How Does It Feel),425.0
I Need A Hot Girl,845.0
I Don't Wanna Kiss You Goodnight,305.0
Another Dumb Blonde,378.0
No Mercy,736.0
That's The Way It Is,168.0
Get It On Tonite,128.0
Falls Apart,580.0
Me Neither,340.0
Love Sets You Free,364.0
Forgot About Dre,500.0
I Knew I Loved You,33.0
The Bad Touch,624.0
This Time Around,140.0
I Need To Know,120.0
Lessons Learned,800.0
How Do You Like Me Now?!,620.0
I Don't Wanna,700.0
No Me Dejes De Querer,77.0
The Best Day,620.0
Love's The Only House,840.0
Another Nine Minutes,592.0
I'm Outta Love,291.0
Give Me You,900.0
Whistle While You Twurk,1036.0
Whoa!,731.0
That's What I'm Looking For,1008.0
Feelin' So Good,1088.0
Goodbye Earl,285.0
Only God Knows Why,380.0
Graduation (Friends Forever),456.0
It Feels So Good,192.0
Bye Bye Bye,92.0
Been There,880.0
Riddle,368.0
Got Beef,198.0
Monica,693.0
Party Up (Up In Here),567.0
She's More,740.0
What I Need To Do,952.0
Buy Me A Rose,800.0
Someday Out Of The Blue,735.0
Mirror Mirror,1116.0
Shut Up,913.0
Couldn't Last A Moment,860.0
It's So Hard,1125.0
Say My Name,32.0
Unconditional,980.0
Maria Maria,26.0
Take That,602.0
Thong Song,84.0
Best Of Me,850.0
Wobble Wobble,306.0
"Same Script, Different Cast",630.0
Some Things Never Change,812.0
Got It All,440.0
Be With You,20.0
Yes!,440.0
Better Off Alone,540.0
Imagine That,196.0
Crash And Burn,480.0
Amazed,55.0
West Side Story,336.0
Cold Day In July,650.0
The Chain Of Love,800.0
I Think God Can Explain,744.0
Where I Wanna Be,580.0
Big Pimpin',360.0
Broadway,480.0
Oops!...I Did It Again,180.0
Smooth,58.0
Flowers On The Wall,1000.0
Kernkraft 400,198.0
Separated,460.0
The Real Slim Shady,76.0
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),261.0
No Matter What They Say,600.0
Baby U Are,445.0
Prayin' For Daylight,760.0
Simple Kind Of Life,494.0
Dance Tonight,684.0
Ta Da,665.0
Purest Of Pain (A Puro Dolor),676.0
You Sang To Me,64.0
I Will Love Again,544.0
Pull Over,372.0
Sour Girl,1014.0
There You Go,224.0
I Wanna Be With You,408.0
Whatever,846.0
The Next Episode,460.0
I Think I'm In Love With You,336.0
Let's Get Married,264.0
You'll Always Be Loved By Me,1045.0
What'Chu Like,520.0
Can't Go For That,420.0
One Voice,722.0
What About Now,600.0
Try Again,32.0
Callin' Me,273.0
I Wanna Know,176.0
Toca's Miracle,99.0
Your Everything,816.0
Could I Have This Kiss Forever,1843.0
Taking You Home,1160.0
That's The Way,500.0
Absolutely (Story Of A Girl),162.0
It Must Be Love,740.0
Breathe,106.0
Desert Rose,442.0
Country Comes To Town,810.0
Let's Make Love,756.0
I Need You,275.0
It's Always Somethin',1386.0
Don't Call Me Baby,1760.0
Deep Inside Of You,828.0
Hey Papi,1140.0
Souljas,98.0
He Wasn't Man Enough,74.0
I Will...But,860.0
Back Here,403.0
Doesn't Really Matter,24.0
Wonderful,231.0
Change Your Mind,1180.0
Who Let The Dogs Out,800.0
Californication,1311.0
There You Are,780.0
Aaron's Party (Come Get It),525.0
Higher,399.0
Just Be A Man About It,640.0
Last Resort,1140.0
Faded,528.0
You Won't Be Lonely Now,1040.0
Bad Boyz,855.0
(Hot S**t) Country Grammar,238.0
"Jumpin', Jumpin'",96.0
Incomplete,26.0
Spanish Guitar,294.0
Come On Over Baby (All I Want Is You),21.0
Shake Ya Ass,260.0
No More,130.0
My Love Goes On And On,836.0
Give Me Just One Night (Una Noche),40.0
If I Am,340.0
Kiss This,840.0
Where Are You Christmas?,65.0
All Good?,288.0
Open My Heart,1140.0
The Christmas Shoes,84.0
Don't Think I'm Not,576.0
Best Of Intentions,594.0
You're A God,483.0
Go On,1940.0
Thank You In Advance,320.0
Original Prankster,630.0
Music,24.0
A Little Gasoline,450.0
Bent,39.0
My Baby You,1400.0
Girls Dem Sugar,810.0
Liar,280.0
Between Me And You,220.0
The Itch,405.0
She Bangs,216.0
Gotta Tell You,88.0
Meanwhile Back At The Ranch,960.0
Oklahoma,819.0
Stan,765.0
www.memory,675.0
Most Girls,108.0
Just Another Day In Paradise,700.0
911,722.0
What's Your Fantasy,462.0
You All Dat,376.0
Just Friends (Sunny),620.0
Shape Of My Heart,180.0
We Danced,580.0
Still On Your Side,486.0
My Next Thirty Years,540.0
Rollin',1105.0
Born To Fly,680.0
Snoop Dogg,385.0
Project Chick,611.0
Is That Your Chick,884.0
Liquid Dreams,120.0
Cha-Cha Slide,830.0
Case Of The Ex (Whatcha Gonna Do),60.0
So In Love With Two,400.0
My First Love,520.0
I Just Wanna Love U (Give It 2 Me),231.0
Get Crunked Up,465.0
Hemorrhage (In My Hands),660.0
The Call,312.0
This I Promise You,130.0
Ashes By Now,765.0
Independent Women Part I,28.0
Cross The Border,490.0
By Your Side,825.0
Tell Her,780.0
With Arms Wide Open,47.0
Babylon,1026.0
Lucky 4 You (Tonight I'm Just Me),237.0
Crazy For This Girl,345.0
I Did It,781.0
Kryptonite,159.0
Emotional,940.0
It's Over Now,120.0
Bow Wow (That's My Name),420.0
My Everything,680.0
Thank You For Loving Me,570.0
One Woman Man,880.0
It Wasn't Me,25.0
Danger (Been So Long),280.0
"Like, Wow!",99.0
Don't Tell Me,84.0
Soul Sista,994.0
Love Don't Cost A Thing,63.0
Pour Me,994.0
Change The Game,1204.0
There Is No Arizona,800.0
That's How I Beat Shaq,192.0
But For The Grace Of God,740.0
Lady (Hear Me Tonight),1539.0
You Make Me Sick,627.0
Promise,189.0
Just Another Girl,832.0
Don't Talk,812.0
Rose Bouquet,312.0
The Way You Love Me,336.0
Let's Get Dirty (I Can't Get In Da Club),194.0
She Misses Him,649.0
Guilty Until Proven Innocent,656.0
After Party,880.0
One More Day,580.0
Stranger In My House,210.0
Southern Hospitality,460.0
If My Heart Had Wings,702.0
One Step Closer,1275.0
Around The World (La La La La La),504.0
Jaded,140.0
Nobody Wants To Be Lonely,260.0
There It Is,660.0
Butterfly,23.0
A Long Walk,817.0
Everybody Doesn't,486.0
Who's That Girl?,846.0
Bizounce,210.0
Best I Ever Had (Grey Sky Morning),928.0
Put It On Me,216.0
Imitation Of Life,415.0
Loaded,194.0
Again,128.0
Get Over Yourself,112.0
Mrs. Steven Rudy,660.0
What It Feels Like For A Girl,230.0
Look At Us,1180.0
South Side,448.0
Playas Gon' Play,567.0
If I Fall You're Going Down With Me,684.0
"So Fresh, So Clean",600.0
It's A Great Day To Be Alive,660.0
Never Had A Dream Come True,200.0
Take It To Da House,1000.0
Ain't Nothing 'Bout You,500.0
Don't Happen Twice,520.0
Let's Get It,720.0
Midwest Swing,440.0
Survivor,40.0
Lay Low,950.0
Maybe I Deserve,760.0
If You're Gone,210.0
Just A Baby Boy,360.0
If You Can Do Anything Else,918.0
Grown Men Don't Cry,500.0
I'm Like A Bird,216.0
La Bomba,1400.0
